City,Airport,Lat,Lon
"Anchorage, United States",LHD,61.1866382,-149.9653918
"Prospect Creek, United States",PPC,66.814167,-150.643611
"Hudson NY, United States",HCC,42.2913,-73.7103
"Wheeling, United States",HLG,40.175,-80.6463
"Fitzgerald, United States",FZG,31.6839046,-83.2709036
"Perry, United States",40J,30.0692778,-83.5805833
"Cairo, United States",70J,30.8879767,-84.1547353
"Rockport, United States",RKP,28.0862222,-97.0436944
"Cordele, United States",CKF,31.9888333,-83.7739167
"Ormond Beach, United States",OMN,29.1804,-81.06497
"Troutdale, United States",TTD,45.54937,-122.401253
"Hillsboro, United States",HIO,45.540394,-122.949825
"Live Oak, United States",24J,30.300125,-83.0246944
"Gaithersburg, United States",GAI,39.1006,-77.09576
"Charelvoix, United States",CVX,45.3047778,-85.2753333
"Quincy, United States",2J9,30.5978708,-84.557425
"Roche Harbor, United States",RCE,48.608056,-123.159722
"Blakely Island, United States",BYW,48.56025,-122.80243
"Rosario, United States",RSJ,48.645556,-122.868056
"Westsound, United States",WSX,48.617778,-122.952778
"Friday Harbor, United States",FBS,48.537222,-123.009722
"Death Valley National Park, United States",L06,36.273,-116.515
"Flagler, United States",XFL,29.2821,-81.1212
"Morrisville, United States",MVL,44.535,-72.614
"Dallas, United States",RBD,32.680833,-96.868333
"Beaver Island, United States",6Y8,45.721111,-85.520278
"Washington County, United States",WST,41.349722,-71.803333
"Block Island, United States",BID,41.168056,-71.577778
"Atmautluak, United States",369,60.866667,-162.273056
"Nightmute, United States",NME,60.471111,-164.700833
"Toksook Bay, United States",OOK,60.541389,-165.087222
"Tununak, United States",TNK,60.575556,-165.271667
"Goodnews Bay, United States",GNU,59.1175,-161.5775
"Newtok, United States",WWT,60.939167,-164.641111
"Bainbridge, United States",BGE,30.9715981,-84.6369278
"Silver Springs, United States",SPZ,39.4030278,-119.2511944
"Los Angeles, United States",WHP,34.2593253,-118.4134331
"Madera, United States",MAE,36.9886111,-120.1124444
"Mountain Home, United States",U76,43.1316111,-115.7305671
"Jefferson, United States",19A,34.1758638,-83.5615972
"Apalachicola, United States",AAF,29.7276066,-85.0274416
"St. Augustine, United States",SGJ,29.95925,-81.3397222
"Douglas, United States",DQH,31.4767385,-82.8605664
"Fort Pierce, United States",FRP,27.497472,-80.372638
"Alexandria, United States",ALX,38.806346,-77.0621
"Taunton, United States",TAN,41.8744017,-71.0166453
"Plymouth, United States",PYM,41.9090278,-70.7287778
"North Kingstown, United States",OQU,41.5971389,-71.4121389
"Mansfield, United States",1B9,42.0001331,-71.1967714
"Norwood, United States",OWD,42.1905278,-71.1729444
"Westfield, United States",BAF,42.1579472,-72.715875
"Willimantic, United States",IJD,41.7440278,-72.1802222
"Montgomery, United States",MGJ,41.5099884,-74.2646444
"Harrisburg, United States",CXY,40.2171389,-76.8513611
"Marshfield, United States",GHG,42.09825,-70.6721389
"Danbury, United States",DXR,41.3715353,-73.4821906
"Nashua, United States",ASH,42.78175,-71.5147778
"Lawrence, United States",LWM,42.7171944,-71.1234167
"Oxford, United States",OXC,41.4785556,-73.13525
"Fitchburg, United States",FIT,42.5541111,-71.7589722
"Cartersville, United States",VPC,34.1231475,-84.8487067
"Centre, United States",PYP,34.0899167,-85.6100833
"Rome, United States",RMG,34.3507778,-85.1586667
"Gadsden, United States",GAD,33.9726489,-86.0890834
"Knoxville, United States",DKX,35.9638333,-83.8736667
"Winder, United States",WDR,33.9828611,-83.6674167
"Sylvania, United States",JYL,32.6452778,-81.5971111
"Dalton, United States",DNN,34.7229444,-84.87025
"Carrollton, United States",CTJ,33.6316964,-85.1522641
"Fort Payne, United States",4A9,34.4736944,-85.7213889
"LaGrange, United States",LGC,33.0088611,-85.0726111
"Milledgeville, United States",MLJ,33.154225,-83.2414139
"Cedartown, United States",4A4,34.0186944,-85.1464722
"Pine Mountain, United States",PIM,32.8406944,-84.8824444
"Atlanta, United States",FFC,33.35725,-84.5718333
"Covington, United States",9A1,33.6323083,-83.8474472
"Gainesville, United States",GVL,34.272627,-83.8302233
"DeFuniak Springs, United States",54J,30.7311111,-86.1537778
"LaFayette, United States",9A5,34.6884792,-85.2903319
"New Philadelpha, United States",PHD,40.4701667,-81.4199444
"Darlington, United States",UDG,34.4493845,-79.8900608
"Hilton Head Island, United States",HXD,32.2243611,-80.6974722
"Ellijay, United States",49A,34.6282222,-84.5265833
"Elizabethton, United States",0A9,36.3712222,-82.1734167
"Tuskegee, United States",06A,32.4605722,-85.6800278
"Augusta, United States",DNL,33.4665028,-82.0393808
"Morganton, United States",MRN,35.8202336,-81.6115119
"Pikeville, United States",PBX,37.5617639,-82.5663889
"Toccoa, United States",TOC,34.5928117,-83.2963717
"Tampa, United States",VDF,28.0139772,-82.3452778
"Fort Worth, United States",AFW,32.987778,-97.318889
"East Troy, United States",57C,42.7971667,-88.3726111
"San Diego, United States",MYF,32.4759,117.759
"Lawrence, United States",LWC,39.009167,-95.2175
"Wellington, United States",EGT,37.39411,-97.423225
"Griffin, United States",6A2,33.2269722,-84.2749444
"Pompano Beach, United States",PMP,26.2471389,-80.1110556
"Alabaster, United States",EET,33.1777778,-86.7832222
"Indianapolis, United States",UMP,39.935278,-86.045
"London, United States",LOZ,37.0868889,-84.0773889
"Fredericksburg, United States",FBG,38.298416,-77.456875
"Racine, United States",RAC,42.7605,-87.8152
"Redlands, United States",REI,34.08525,-117.146388
"Chemehuevi Valley, United States",49X,34.528889,-114.431971
"Riverside, United States",RIR,33.988778,-117.409971
"Tacoma, United States",TIW,47.267944,-122.57811
"Tampa, United States",X39,28.221278,-82.374555
"Gulf Shores, United States",JKA,30.2896389,-87.6717778
"Hazleton, United States",HZL,40.989167,-76.0025
"Cumberland, United States",CBE,39.615278,-78.760556
"Lone Rock, United States",LNR,43.211667,-90.181667
"Joliet, United States",JOT,41.517778,-88.175556
"Peru, United States",VYS,41.351944,-89.153056
"Jackson, United States",JXN,42.260556,-84.460556
"Philadelphia, United States",BBX,40.1375,-75.265
"Okeechobee, United States",OBE,27.265833,-80.851111
"Sebring, United States",SEF,27.456389,-81.342222
"Avon Park, United States",AVO,27.591389,-81.528889
"Winter Haven, United States",GIF,28.062778,-81.753333
"Zephyrhills, United States",ZPH,28.228056,-82.155833
"Ocala, United States",OCF,29.1725,-82.224167
"Jesup, United States",JES,31.553889,-81.8825
"Madison, United States",52A,33.612125,-83.4604444
"Newnan, United States",CCO,33.3115656,-84.7697554
"Thomson, United States",HQU,33.5297315,-82.5169509
"Aiken, United States",AIK,33.6493889,-81.6850278
"Camden, United States",CDN,34.2835833,-80.5648611
"Lumberton, United States",LBT,34.6098056,-79.0595556
"Ridgeland, United States",3J1,32.4934167,-80.99175
"Pinehurst-Southern Pines, United States",SOP,35.2376111,-79.3887958
"Rockingham, United States",RCZ,34.8913056,-79.7596111
"Bamberg, United States",99N,33.3045278,-81.1084167
"Richland Center, United States",93C,43.2833575,-90.2982819
"Viroqua, United States",Y51,43.5793603,-90.8964742
"Baraboo, United States",DLL,43.5217843,-89.7709266
"Apple River, United States",7A4,42.4664444,-90.1693889
"Statesville, United States",SVH,35.7649958,-80.9538958
"Sturtevant, United States",C89,42.70325,-87.9589722
"Burlington, United States",BUU,42.6907171,-88.3046825
"East Stroudsburg, United States",N53,41.0358717,-75.1606789
"Sterling, United States",70N,41.3473569,-75.4158972
"Middletown, United States",06N,41.431912,-74.3915611
"Lock Haven, United States",LHV,41.1357778,-77.4223056
"Grove City, United States",29D,41.1460278,-80.16775
"Youngstown, United States",04G,41.1304722,-80.6195833
"Wadsworth, United States",3G3,41.0031572,-81.7564401
"Ashland, United States",3G4,40.9029722,-82.2556389
"Monroeville, United States",4G0,40.4526389,-79.7749167
"Somerset, United States",2G9,40.0388708,-79.0149951
"Youngstown, United States",4G4,40.9617953,-80.6773264
"Braceville, United States",41N,41.2111675,-80.9692572
"Lorain-Elyria, United States",LPR,41.3442778,-82.1776389
"Geneva, United States",7D9,41.7778322,-80.9039797
"Cleveland, United States",BKL,41.5175,-81.683333
"Dunkirk, United States",DKK,42.4933353,-79.2720417
"Hamburg, United States",4G2,42.7008925,-78.9147569
"Trenton, United States",N87,40.2139444,-74.6017778
"Mount Holly, United States",VAY,39.9428889,-74.84575
"Pedricktown, United States",7N7,39.7355633,-75.3977211
"Linden, United States",LDJ,40.6174472,-74.2445942
"Morgantown, United States",O03,40.1570414,-75.8704892
"Churchville, United States",0W3,39.5668378,-76.2024028
"Angola, United States",ANQ,41.6396983,-85.0834933
"Plymouth, United States",C65,41.3651307,-86.3002574
"Van Wert, United States",VNW,40.8638295,-84.606358
"Bucyrus, United States",17G,40.7815556,-82.9748056
"Lake Wales, United States",X07,27.8938056,-81.6203889
"Marshall, United States",RMY,42.2511932,-84.9554443
"Batavia, United States",GVQ,43.03175,-78.1696667
"Seneca Falls, United States",0G7,42.8835647,-76.7812318
"Stormville, United States",N69,41.5769708,-73.7323514
"Plainville, United States",4B8,41.6893333,-72.8646944
"Bryan, United States",0G6,41.4673056,-84.5067778
"Clearwater, United States",CLW,27.9764722,-82.7586667
"Lakeland, United States",X49,27.9333581,-82.0439739
"New York, United States",NYC,40.714167,-74.005833
"Chicago, United States",CHI,41.883611,-87.631667
"Chicago, United States",CGX,41.860278,-87.609722
"Washington, United States",WAS,38.889444,-77.035278
"Jasper, United States",JZP,34.4534722,-84.4572222
"North Myrtle Beach, United States",CRE,33.81175,-78.7239444
"Lansing, United States",IGQ,41.5349167,-87.5295278
"Tomah, United States",Y72,43.9762222,-90.4806111
"Ramona, United States",RNM,33.0391667,-116.91525
"Coldwater, United States",OEB,41.9335691,-85.0522935
"Wilkes-Barre, United States",WBW,41.2973074,-75.8522405
"Willoughby, United States",LNN,41.6840278,-81.38975
"Frankfort, United States",FFT,38.1819722,-84.9061389
"Lewiston, United States",LEW,44.0484728,-70.2835075
"Florence, United States",6S2,43.9828168,-124.1113687
"Copperhead, United States",1A3,35.0158056,-84.3468333
"Glenview, United States",NBU,42.090556,-87.8225
"Marco Island Airport, United States",MRK,25.9950278,-81.6725278
"Drummond Island, United States",DRM,46.0093114,-83.7439342
"Lewiston, United States",8M8,44.8065278,-84.2761944
"Gladwin, United States",GDW,43.9705893,-84.47502
"Lowell, United States",24C,42.95392,-85.3439058
"South Haven, United States",LWA,42.3511944,-86.2556389
"Schaumburg, United States",06C,41.9893408,-88.1012428
"Marshfield, United States",MFI,44.6368797,-90.1893267
"Wisconsin Rapids, United States",ISW,44.3606456,-89.8381412
"Clinton, United States",CWI,41.83075,-90.3289722
"Beverly, United States",BVY,42.584141,-70.9161444
"Oakdale, United States",O27,37.7563333,-120.8001944
"Poplar Bluff, United States",POF,36.77394444,-90.3248611
"Eastport, United States",EPM,44.9101111,-67.0126944
"Keokuk, United States",EOK,40.4599078,-91.4285011
"Swans Island, United States",ME5,44.1653889,-68.4281667
"Bagdad, United States",E51,34.5958528,-113.170195
"Gualala, United States",E55,38.8016111,-123.5306389
"Kent, United States",1G3,41.1513889,-81.4151111
"Atlantic City NJ, United States",ZRA,39.3665,-74.442
"Springfield MA, United States",ZSF,42.106,-72.593054
"Amherst MA, United States",XZK,42.375,-72.511389
"Fond du Lac, United States",FLD,43.7711667,-88.4884167
"Waupaca, United States",PCZ,44.33325,-89.0197778
"Stevens Point, United States",STE,44.5451356,-89.5302844
"Newberry, United States",ERY,46.311199,-85.457298
"Forest Lake, United States",25D,45.2477456,-92.9943853
"Galion, United States",GQQ,40.7533889,-82.7238056
"Clarksville, United States",CKV,36.621944,-87.415
"Lompoc, United States",LPC,34.6656,-120.4675
"Coatesville, United States",CTH,39.9789,-75.8654
"Lake Placid, United States",LKP,44.264444,-73.961944
"Long Lake, United States",NY9,43.9750617,-74.42044
"Wishram, United States",WIH,45.6576,-120.9664
"Lima, United States",AOH,40.707478,-84.0270781
"Brunswick, United States",SSI,31.1519722,-81.3910556
"Beaver Falls, United States",BFP,40.7724722,-80.3914444
"Winterhaven, United States",F57,28.0575,-81.7628056
"Georgetown, United States",GGE,33.3114018,-79.3203139
"Cleveland, United States",HDI,35.2199994,-84.832369
"Dayton, United States",2A0,35.48625,-84.9310833
"Steubenville, United States",2G2,40.3602179,-80.7008742
"Renton, United States",RNT,47.4931389,-122.21575
"La Verne, United States",POC,34.0916667,-117.7817778
"Jekyll Island, United States",09J,31.0744722,-81.4277778
"Cedar Key, United States",CDK,29.1342222,-83.0504722
"Cross City, United States",CTY,29.6355278,-83.10475
"Clemson, United States",CEU,34.6722222,-82.8858889
"Heber, United States",36U,40.4818056,-111.4288056
"Wichita, United States",BEC,37.6939167,-97.2149167
"Canton, United States",47A,34.3122175,-84.4221556
"Fernandina Beach, United States",55J,30.6118333,-81.4611944
"Georgetown, United States",GTU,30.678809,-97.6793837
"Sidney, United States",SNY,41.10167,-102.985
"Waynesboro, United States",W13,38.076944,-78.944167
"Leesburg, United States",JYO,39.078,-77.558
"Williamson, United States",SDC,43.2347904,-77.119444
"Clear Lake City, United States",CLC,29.5569,-95.137497
"Boulder, United States",WBU,40.039444,-105.225833
"Palo Alto, United States",PAO,37.4611111,-122.1150556
"Mesa, United States",FFZ,33.4608001708984,-111.727996826172
"Cooldige, United States",P08,32.9359016418457,-111.427001953125
"Cottonwood, United States",P52,34.7299995422363,-112.035003662109
"Phoenix, United States",A39,32.99169921875,-111.920997619629
"Wickenburg, United States",E25,33.96889877,-112.7990036
"Pontiac, United States",PTK,42.667,-83.35
"Keene, United States",EEN,72.270833,42.898333
"Charlotte, United States",EQY,35.01833,-80.62001
"Iowa City, United States",IOW,41.639244,-91.546503
"Windom, United States",MWM,43.9134017,-95.1094083
"Annapolis, United States",ANP,38.942778,-76.568333
"Pecos, United States",PEQ,31.3823889,-103.5107222
"Hattiesburg, United States",HBG,31.2649444,-89.2528889
"Yankton, United States",YKN,42.8711,-97.3969
"Selma Alabama, United States",SES,32.4404,-86.9522
"Hollister, United States",1C9,54.013333333333335,-124.76833333333333
"Hayward, United States",HWD,37.65888888888889,-122.12166666666666
"Ann Arbor, United States",ARB,42.132274,-83.444418
"Boston, United States",ZTY,42.3478,-71.075
"Hampton, United States",4A7,33.389099,-84.332397
"Alameda, United States",NGZ,37.7861,-122.3186
"Wilmington, United States",ZWI,39.736667,-75.551667
"Elkhart, United States",EKI,41.719444,-86.003333
"Immokalee , United States",IMM,26.433889,-81.401389
"New Carrollton, United States",ZRZ,38.948,-76.8719
"Petersburg, United States",PTB,37.18375,-77.507388
"Sheboygan, United States",SBM,43.7696,-87.851402
"Ephraim, United States",3D2,45.1354167,-87.1879444
"Marana, United States",MZJ,32.509722,-111.325278
"Glendale, United States",GEU,33.5269167,-112.2951389
"Safford, United States",SAD,32.8533333,-109.6350833
"Sikeston, United States",SIK,36.8988889,-89.56175
"Oceano, United States",L52,35.10147222,-120.62236111
"Queensbury, United States",GFL,43.341222,-73.610305
"Ballston Spa, United States",5B2,43.050722,-73.861638
"Mechanicville, United States",K27,42.893133,-73.66845
"Crystal River, United States",CGC,28.8676111,-82.5741111
"Baltimore, United States",MTN,39.3256667,-76.4137778
"Lincoln, United States",LHM,38.9091667,-121.3513333
"Fostoria, United States",FZI,41.1908333,-83.3930833
"Fryeburg, United States",IZG,43.9911389,-70.9478889
"New Orleans, United States",NEW,30.0424167,-90.02825
"Coeur d'Alene, United States",COE,47.7743056,-116.8195833
"Beaumont, United States",BMT,30.0702044,-94.2150967
"Danville, United States",DNV,40.1996944,-87.5955278
"Cocoa, United States",COI,28.3416111,-80.6854722
"Valkaria, United States",X59,27.9608611,-80.5583333
"Titusville, United States",TIX,28.5148,-80.7992278
"Sebastian, United States",X26,27.81325,-80.4955833
"Effingham, United States",1H2,39.07,-88.534
"Houston, United States",AAP,29.43,-95.35
"Eden Prairie, United States",FCM,44.4938,-93.2726
"Olathe, United States",OJC,38.5051,-94.4415
"Orlando, United States",X04,28.707222,-81.581667
"West Goshen Township, United States",OQN,39.5924,-75.3455
"Manassas, United States",MNZ,38.721389,-77.515556
"Hanksville, United States",UT3,37.8916547,-110.3840289
"Shelbyville, United States",2H0,39.410556,-88.845556
"Peach Springs, United States",1G4,35.899904,-113.815674
"Tarentum, United States",9G1,40.6035463,-79.8261189
"Newburyport, United States",2B2,42.7953611,-70.8394444
"Kulik Lake, United States",LKK,58.96591,-155.108089
"Port alsworth, United States",PTA,60.208281,-154.306586
"Winnsboro, United States",FDW,34.315472,-81.108806
"Rochester, United States",DAW,43.2840556,-70.9292778
"Port Oceanic, United States",PRL,60.2083333,-147.8194444
"Newton, United States",EWK,38.0570785,-97.2752278
"Columbus, United States",TZR,39.901111,-83.136944
"Ocean Shores, United States",W04,46.5995,-124.0854
"Packwood, United States",55S,46.3625,-121.4067
"Fort Bridger, United States",FBR,41.236,-110.2436
"Prosser, United States",S40,46.128,-119.4773
"Chehalis, United States",CLS,46.4062,-122.5897
"Mattawa, United States",M94,46.4124,-119.5518
"Lebanon, United States",S30,44.3179,-122.5577
"Evanston, United States",EVW,41.1649,-111.0208
"Sabetha, United States",K83,39.5425,-95.4677
"Mount Pleasant, United States",LRO,32.5387,-79.4697
"Americus, United States",ACJ,32.0665,-84.1133
"Eufala, United States",EUF,31.5708,-85.0774
"Saluda, United States",6J4,33.5561,-81.4768
"Manteo, United States",MQI,35.5514,-75.4173
"Auburn, United States",AUO,32.3691,-85.2604
"Endicott, United States",CZG,42.0471,-76.0578
"Bessemer, United States",EKY,33.1876,-86.5558
"Ellicott, United States",A50,38.87,-104.41
"Crystal, United States",MIC,45.0343,-93.2114
"Quitman, United States",23M,32.0517,-88.4434
"Dublin, United States",DBN,32.3388,-82.591
"Utica, United States",UCA,43.104167,-75.223333
"Corvallis, United States",CVO,44.5067,-123.2915
"Chatsworth, United States",CWT,34.256944,-118.598889
"Deer Harbor, United States",DHB,48.618397,-123.00596
"San Diego, United States",OLT,32.7552,-117.1995
